captcha_text,chr_acc_beam_1,chr_acc_beam_2,chr_acc_beam_3,chr_acc_beam_4,chr_acc_beam_5,filename,med_b1,med_b2,med_b3,med_b4,med_b5,predicted_beam_1,predicted_beam_2,predicted_beam_3,predicted_beam_4,predicted_beam_5
rrfuwfhu,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/rrfuwfhu-0.png,0.875,0.875,0.875,0.875,0.875,rrfwfhu,rrfwfhu,rrfwfhu,rrfwfhu,rrfwfhu
0w0pankd,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/0w0pankd-0.png,1.0,1.0,1.0,1.0,1.0,0w0pankd,0w0pankd,0w0pankd,0w0pankd,0w0pankd
3eyys,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/3eyys-0.png,1.0,1.0,1.0,1.0,1.0,3eyys,3eyys,3eyys,3eyys,3eyys
7juo675,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/7juo675-0.png,1.0,1.0,1.0,1.0,1.0,7juo675,7juo675,7juo675,7juo675,7juo675
yf2u99j,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/yf2u99j-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,yf2v99j,yf2v99j,yf2v99j,yf2v99j,yf2v99j
4b3eze4x,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/4b3eze4x-0.png,0.625,0.625,0.625,0.625,0.625,tb3e2etx,tb3e2etx,tb3e2etx,tb3e2etx,tb3e2etx
ipqyqd,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/ipqyqd-0.png,1.0,1.0,1.0,1.0,1.0,ipqyqd,ipqyqd,ipqyqd,ipqyqd,ipqyqd
wopik,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/wopik-0.png,1.0,1.0,1.0,1.0,1.0,wopik,wopik,wopik,wopik,wopik
63zdn,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/63zdn-0.png,1.0,1.0,1.0,1.0,1.0,63zdn,63zdn,63zdn,63zdn,63zdn
0rw4sjk,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/0rw4sjk-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,orw4sjk,orw4sjk,orw4sjk,orw4sjk,orw4sjk
dnstkc6,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/dnstkc6-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,dnstrc6,dnstrc6,dnstrc6,dnstrc6,dnstrc6
6jgczv,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/6jgczv-0.png,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.33333333333333337,6yct,6yct,6yct,6yct,6yct
t4ls,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/t4ls-0.png,1.0,1.0,1.0,1.0,1.0,t4ls,t4ls,t4ls,t4ls,t4ls
am1jamnx,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/am1jamnx-0.png,0.875,0.875,0.875,0.875,0.875,amzjamnx,amzjamnx,amzjamnx,amzjamnx,amzjamnx
wlt1oo,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/wlt1oo-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,wltioo,wltioo,wltioo,wltioo,wltioo
e00w1ndt,8,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/e00w1ndt-0.png,1.0,0.875,0.875,0.875,0.875,e00w1ndt,e00wlndt,e00wlndt,e00wlndt,e00wlndt
alj0qd,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/alj0qd-0.png,1.0,1.0,1.0,1.0,1.0,alj0qd,alj0qd,alj0qd,alj0qd,alj0qd
g50tnn,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/g50tnn-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,g5otnn,g5otnn,g5otnn,g5otnn,g5otnn
2fyohm,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/2fyohm-0.png,1.0,1.0,1.0,1.0,1.0,2fyohm,2fyohm,2fyohm,2fyohm,2fyohm
vcz077,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/vcz077-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,vczo77,vczo77,vczo77,vczo77,vczo77
ibx6gub,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/ibx6gub-0.png,1.0,1.0,1.0,1.0,1.0,ibx6gub,ibx6gub,ibx6gub,ibx6gub,ibx6gub
l1mhs4d,3,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/l1mhs4d-0.png,0.4285714285714286,0.5,0.5,0.5,0.5,lima540,lima544d,lima544d,lima544d,lima544d
7h0a,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/7h0a-0.png,1.0,1.0,1.0,1.0,1.0,7h0a,7h0a,7h0a,7h0a,7h0a
0rlbarm,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/0rlbarm-0.png,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,orl8arm,orl8arm,orl8arm,orl8arm,orl8arm
w6nxw1h,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/w6nxw1h-0.png,1.0,1.0,1.0,1.0,1.0,w6nxw1h,w6nxw1h,w6nxw1h,w6nxw1h,w6nxw1h
co6pmuf,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/co6pmuf-0.png,1.0,1.0,1.0,1.0,1.0,co6pmuf,co6pmuf,co6pmuf,co6pmuf,co6pmuf
w4tabh,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/w4tabh-0.png,1.0,1.0,1.0,1.0,1.0,w4tabh,w4tabh,w4tabh,w4tabh,w4tabh
91v56clg,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/91v56clg-0.png,0.75,0.75,0.75,0.75,0.75,9lu56clg,9lu56clg,9lu56clg,9lu56clg,9lu56clg
5buf,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/5buf-0.png,0.75,0.75,0.75,0.75,0.75,5bvf,5bvf,5bvf,5bvf,5bvf
wcjoxp,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/wcjoxp-0.png,1.0,1.0,1.0,1.0,1.0,wcjoxp,wcjoxp,wcjoxp,wcjoxp,wcjoxp
q41i,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/q41i-0.png,1.0,1.0,1.0,1.0,1.0,q41i,q41i,q41i,q41i,q41i
aettyxdl,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/aettyxdl-0.png,0.75,0.75,0.75,0.75,0.75,a8t1yxdl,a8t1yxdl,a8t1yxdl,a8t1yxdl,a8t1yxdl
a09mmm,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/a09mmm-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,ao9mmm,ao9mmm,ao9mmm,ao9mmm,ao9mmm
etfjev,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/etfjev-0.png,1.0,1.0,1.0,1.0,1.0,etfjev,etfjev,etfjev,etfjev,etfjev
gq9od,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/gq9od-0.png,0.8,0.8,0.8,0.8,0.8,gq90d,gq90d,gq90d,gq90d,gq90d
k4vst,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/k4vst-0.png,1.0,1.0,1.0,1.0,1.0,k4vst,k4vst,k4vst,k4vst,k4vst
kzsv,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/kzsv-0.png,1.0,1.0,1.0,1.0,1.0,kzsv,kzsv,kzsv,kzsv,kzsv
8jyb,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/8jyb-0.png,0.75,0.75,0.75,0.75,0.75,8j9b,8j9b,8j9b,8j9b,8j9b
8wcq,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/8wcq-0.png,0.75,0.75,0.75,0.75,0.75,8wco,8wco,8wco,8wco,8wco
6oqlrct,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/6oqlrct-0.png,1.0,1.0,1.0,1.0,1.0,6oqlrct,6oqlrct,6oqlrct,6oqlrct,6oqlrct
8vj93y,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/8vj93y-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,8v393y,8v393y,8v393y,8v393y,8v393y
rfg39h87,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/rfg39h87-0.png,1.0,1.0,1.0,1.0,1.0,rfg39h87,rfg39h87,rfg39h87,rfg39h87,rfg39h87
n2u7imro,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/n2u7imro-0.png,1.0,1.0,1.0,1.0,1.0,n2u7imro,n2u7imro,n2u7imro,n2u7imro,n2u7imro
jo9x,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/jo9x-0.png,1.0,1.0,1.0,1.0,1.0,jo9x,jo9x,jo9x,jo9x,jo9x
96wm,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/96wm-0.png,1.0,1.0,1.0,1.0,1.0,96wm,96wm,96wm,96wm,96wm
i3reuje,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/i3reuje-0.png,1.0,1.0,1.0,1.0,1.0,i3reuje,i3reuje,i3reuje,i3reuje,i3reuje
wbbou83,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/wbbou83-0.png,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,wb8du83,wb8du83,wb8du83,wb8du83,wb8du83
adjw,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/adjw-0.png,1.0,1.0,1.0,1.0,1.0,adjw,adjw,adjw,adjw,adjw
krs0x,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/krs0x-0.png,0.8,0.8,0.8,0.8,0.8,kr50x,kr50x,kr50x,kr50x,kr50x
2x7qps0,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/2x7qps0-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,4x7qps0,4x7qps0,4x7qps0,4x7qps0,4x7qps0
m83m1d6o,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/m83m1d6o-0.png,1.0,1.0,1.0,1.0,1.0,m83m1d6o,m83m1d6o,m83m1d6o,m83m1d6o,m83m1d6o
7jb15,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/7jb15-0.png,1.0,1.0,1.0,1.0,1.0,7jb15,7jb15,7jb15,7jb15,7jb15
8954,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/8954-0.png,0.75,0.75,0.75,0.75,0.75,89s4,89s4,89s4,89s4,89s4
0u4aj,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/0u4aj-0.png,0.8,0.8,0.8,0.8,0.8,ou4aj,ou4aj,ou4aj,ou4aj,ou4aj
f9e4h7,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/f9e4h7-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,f8e4h7,f8e4h7,f8e4h7,f8e4h7,f8e4h7
eqenl,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/eqenl-0.png,1.0,1.0,1.0,1.0,1.0,eqenl,eqenl,eqenl,eqenl,eqenl
6cn8khq,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/6cn8khq-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,6en8khq,6en8khq,6en8khq,6en8khq,6en8khq
duloh3n6,3,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/duloh3n6-0.png,0.375,0.75,0.75,0.75,0.625,uuuh3wb,uulvh3n6,uulvh3n6,uulvh3n6,uvluh3n6
gksyty,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/gksyty-0.png,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.33333333333333337,7koutu,7koutu,7koutu,7koutu,7koutu
ja6j,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/ja6j-0.png,0.75,0.75,0.75,0.75,0.75,jasj,jasj,jasj,jasj,jasj
2o6f,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/2o6f-0.png,1.0,1.0,1.0,1.0,1.0,2o6f,2o6f,2o6f,2o6f,2o6f
9l7bkna,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/9l7bkna-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,9l7bkno,9l7bkno,9l7bkno,9l7bkno,9l7bkno
gmlevzei,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/gmlevzei-0.png,0.875,0.875,0.875,0.875,0.875,gmcevzei,gmcevzei,gmcevzei,gmcevzei,gmcevzei
yaakp,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/yaakp-0.png,1.0,1.0,1.0,1.0,1.0,yaakp,yaakp,yaakp,yaakp,yaakp
e2yb5pxs,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/e2yb5pxs-0.png,0.375,0.375,0.375,0.375,0.375,e7qd5dns,e7qd5dns,e7qd5dns,e7qd5dns,e7qd5dns
45weu,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/45weu-0.png,1.0,1.0,1.0,1.0,1.0,45weu,45weu,45weu,45weu,45weu
xr47ewz,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/xr47ewz-0.png,1.0,1.0,1.0,1.0,1.0,xr47ewz,xr47ewz,xr47ewz,xr47ewz,xr47ewz
xx8ncv,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/xx8ncv-0.png,0.5,0.5,0.5,0.5,0.5,hh8ncu,hh8ncu,hh8ncu,hh8ncu,hh8ncu
wff13mpg,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/wff13mpg-0.png,1.0,1.0,1.0,1.0,1.0,wff13mpg,wff13mpg,wff13mpg,wff13mpg,wff13mpg
pwarq,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/pwarq-0.png,1.0,1.0,1.0,1.0,1.0,pwarq,pwarq,pwarq,pwarq,pwarq
mulv,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/mulv-0.png,1.0,1.0,1.0,1.0,1.0,mulv,mulv,mulv,mulv,mulv
uv4a9chi,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/uv4a9chi-0.png,0.75,0.75,0.75,0.75,0.75,vv4a9ch1,vv4a9ch1,vv4a9ch1,vv4a9ch1,vv4a9ch1
chle6v3,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/chle6v3-0.png,1.0,1.0,1.0,1.0,1.0,chle6v3,chle6v3,chle6v3,chle6v3,chle6v3
uetvc,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/uetvc-0.png,0.8,0.8,0.8,0.8,0.8,uftvc,uftvc,uftvc,uftvc,uftvc
aybws,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/aybws-0.png,0.8,0.8,0.8,0.8,0.8,aybw5,aybw5,aybw5,aybw5,aybw5
whgainm,6,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/whgainm-0.png,0.8571428571428572,1.0,1.0,1.0,1.0,whga1nm,whgainm,whgainm,whgainm,whgainm
sie729,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/sie729-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,s1e729,s1e729,s1e729,s1e729,s1e729
dlu4,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/dlu4-0.png,1.0,1.0,1.0,1.0,1.0,dlu4,dlu4,dlu4,dlu4,dlu4
n4oomt,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/n4oomt-0.png,1.0,1.0,1.0,1.0,1.0,n4oomt,n4oomt,n4oomt,n4oomt,n4oomt
2w02hmo,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/2w02hmo-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,2wo2hmo,2wo2hmo,2wo2hmo,2wo2hmo,2wo2hmo
n4exm,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/n4exm-0.png,1.0,1.0,1.0,1.0,1.0,n4exm,n4exm,n4exm,n4exm,n4exm
lweba0d0,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/lweba0d0-0.png,0.5,0.5,0.5,0.5,0.5,lwe8podo,lwe8podo,lwe8podo,lwe8podo,lwe8podo
tyi9zcn,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/tyi9zcn-0.png,1.0,1.0,1.0,1.0,1.0,tyi9zcn,tyi9zcn,tyi9zcn,tyi9zcn,tyi9zcn
q4oqzm,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/q4oqzm-0.png,1.0,1.0,1.0,1.0,1.0,q4oqzm,q4oqzm,q4oqzm,q4oqzm,q4oqzm
3sfzj,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/3sfzj-0.png,0.8,0.8,0.8,0.8,0.8,3sf2j,3sf2j,3sf2j,3sf2j,3sf2j
jrn2j,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/jrn2j-0.png,1.0,1.0,1.0,1.0,1.0,jrn2j,jrn2j,jrn2j,jrn2j,jrn2j
hptym6,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/hptym6-0.png,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,kpty36,kpty36,kpty36,kpty36,kpty36
zfqd1d,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/zfqd1d-0.png,1.0,1.0,1.0,1.0,1.0,zfqd1d,zfqd1d,zfqd1d,zfqd1d,zfqd1d
llftqg0,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/llftqg0-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,llftqgo,llftqgo,llftqgo,llftqgo,llftqgo
pee1017g,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/pee1017g-0.png,1.0,1.0,1.0,1.0,1.0,pee1017g,pee1017g,pee1017g,pee1017g,pee1017g
ydjf,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/ydjf-0.png,1.0,1.0,1.0,1.0,1.0,ydjf,ydjf,ydjf,ydjf,ydjf
vled8,4,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/vled8-0.png,0.8,1.0,1.0,1.0,1.0,v1ed8,vled8,vled8,vled8,vled8
kp7km1da,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/kp7km1da-0.png,0.875,0.875,0.875,0.875,0.875,kp7kmida,kp7kmida,kp7kmida,kp7kmida,kp7kmida
dkpffz3i,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/dkpffz3i-0.png,1.0,1.0,1.0,1.0,1.0,dkpffz3i,dkpffz3i,dkpffz3i,dkpffz3i,dkpffz3i
74d5nqg7,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/74d5nqg7-0.png,0.875,0.875,0.875,0.875,0.875,74d5nq67,74d5nq67,74d5nq67,74d5nq67,74d5nq67
p43o3hs,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/p43o3hs-0.png,1.0,1.0,1.0,1.0,1.0,p43o3hs,p43o3hs,p43o3hs,p43o3hs,p43o3hs
9pzd05,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/9pzd05-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,9pzdd5,9pzdd5,9pzdd5,9pzdd5,9pzdd5
ci2yg,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/ci2yg-0.png,0.6,0.6,0.6,0.6,0.6,ciw4g,ciw4g,ciw4g,ciw4g,ciw4g
3smh1i,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/3smh1i-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,3smhli,3smhli,3smhli,3smhli,3smhli
ne0kvc,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/ne0kvc-0.png,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,ne0ave,ne0ave,ne0ave,ne0ave,ne0ave
ptp4m,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/ptp4m-0.png,1.0,1.0,1.0,1.0,1.0,ptp4m,ptp4m,ptp4m,ptp4m,ptp4m
fmxc,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/fmxc-0.png,0.75,0.75,0.75,0.75,0.75,fwxc,fwxc,fwxc,fwxc,fwxc
345ar,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/345ar-0.png,1.0,1.0,1.0,1.0,1.0,345ar,345ar,345ar,345ar,345ar
npuqcj7p,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/npuqcj7p-0.png,1.0,1.0,1.0,1.0,1.0,npuqcj7p,npuqcj7p,npuqcj7p,npuqcj7p,npuqcj7p
lv8m9l,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/lv8m9l-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,lu8m9l,lu8m9l,lu8m9l,lu8m9l,lu8m9l
leetgs6,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/leetgs6-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,leetgsg,leetgsg,leetgsg,leetgsg,leetgsg
dpsf5sd,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/dpsf5sd-0.png,1.0,1.0,1.0,1.0,1.0,dpsf5sd,dpsf5sd,dpsf5sd,dpsf5sd,dpsf5sd
nke03,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/nke03-0.png,1.0,1.0,1.0,1.0,1.0,nke03,nke03,nke03,nke03,nke03
celi0l6c,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/celi0l6c-0.png,0.75,0.75,0.75,0.75,0.75,celiolgc,celiolgc,celiolgc,celiolgc,celiolgc
zsauik50,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/zsauik50-0.png,0.875,0.875,0.875,0.875,0.875,zsauik5o,zsauik5o,zsauik5o,zsauik5o,zsauik5o
0nq0e,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/0nq0e-0.png,0.4,0.4,0.4,0.4,0.4,qngoe,qngoe,qngoe,qngoe,qngoe
j6q0mhv,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/j6q0mhv-0.png,1.0,1.0,1.0,1.0,1.0,j6q0mhv,j6q0mhv,j6q0mhv,j6q0mhv,j6q0mhv
mlx7,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/mlx7-0.png,0.75,0.75,0.75,0.75,0.75,mix7,mix7,mix7,mix7,mix7
k3zrl0ee,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/k3zrl0ee-0.png,0.875,0.875,0.875,0.875,0.875,k3zr10ee,k3zr10ee,k3zr10ee,k3zr10ee,k3zr10ee
i2ximgo,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/i2ximgo-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,i2ximg0,i2ximg0,i2ximg0,i2ximg0,i2ximg0
3ltl6jon,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/3ltl6jon-0.png,0.75,0.75,0.75,0.75,0.75,3lt6j0n,3lt6j0n,3lt6j0n,3lt6j0n,3lt6j0n
uobiz,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/uobiz-0.png,0.6,0.6,0.6,0.6,0.6,vqbiz,vqbiz,vqbiz,vqbiz,vqbiz
c61s,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/c61s-0.png,1.0,1.0,1.0,1.0,1.0,c61s,c61s,c61s,c61s,c61s
f5rf7a9,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/f5rf7a9-0.png,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,f5xf2a9,f5xf2a9,f5xf2a9,f5xf2a9,f5xf2a9
1mrffz,3,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/1mrffz-0.png,0.5,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,lm1xfz,1m1xfz,1m1xfz,1m1xfz,1m1xfz
khs6,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/khs6-0.png,1.0,1.0,1.0,1.0,1.0,khs6,khs6,khs6,khs6,khs6
79n1,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/79n1-0.png,0.75,0.75,0.75,0.75,0.75,79ni,79ni,79ni,79ni,79ni
h6dtd,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/h6dtd-0.png,0.8,0.8,0.8,0.8,0.8,h6dbd,h6dbd,h6dbd,h6dbd,h6dbd
8gti,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/8gti-0.png,1.0,1.0,1.0,1.0,1.0,8gti,8gti,8gti,8gti,8gti
lshlfbdi,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/lshlfbdi-0.png,1.0,1.0,1.0,1.0,1.0,lshlfbdi,lshlfbdi,lshlfbdi,lshlfbdi,lshlfbdi
63xk,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/63xk-0.png,1.0,1.0,1.0,1.0,1.0,63xk,63xk,63xk,63xk,63xk
rehbon2c,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/rehbon2c-0.png,0.625,0.625,0.625,0.625,0.625,re3ba42c,re3ba42c,re3ba42c,re3ba42c,re3ba42c
jdptyt0y,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/jdptyt0y-0.png,0.875,0.875,0.875,0.875,0.875,jddtyt0y,jddtyt0y,jddtyt0y,jddtyt0y,jddtyt0y
j1er1x92,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/j1er1x92-0.png,1.0,1.0,1.0,1.0,1.0,j1er1x92,j1er1x92,j1er1x92,j1er1x92,j1er1x92
